Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 01/09  01:00:00,814.523373314,102.087533008,411.848352131,0.0,46.0930336215,113.312780494,612.569328449,589.487216087,5.66466996096,17.4174424013
 01/09  02:00:00,807.1603372,102.087533008,411.094910253,0.0,46.0930336215,113.312780494,604.911134986,590.528495711,5.66466996096,8.71796931407
 01/09  03:00:00,814.546836291,102.087533008,413.181289192,0.0,46.0930336215,113.312780494,617.002123238,593.918897105,5.66466996096,17.4185561721
 01/09  04:00:00,815.022831205,102.087533008,407.721741564,0.0,46.0930336215,113.312780494,629.284290823,606.202504367,5.66466996096,17.4171164949
 01/09  05:00:00,885.768764897,102.087533008,404.673559401,0.0,100.150657288,148.969399434,606.600319534,583.519980372,5.66466996096,17.4156692006
 01/09  06:00:00,884.097683208,102.087533008,407.005200886,0.0,100.150657288,149.894399434,1039.71611686,1016.83533439,14.1616749024,8.71910757195
 01/09  07:00:00,1111.5078702,102.395332974,406.25192424,0.0,176.471037341,302.612436532,733.224946915,687.482064143,28.3233498048,17.4195329675
 01/09  08:00:00,1225.81447839,102.74672417,404.562370823,0.0,243.2593065,310.10971186,692.010851395,623.156752724,42.4850247072,26.369073964
 01/09  09:00:00,1260.74801871,102.894128079,404.373493512,0.0,243.2593065,310.10971186,649.042762992,565.88460094,56.6466996096,26.5114624424
 01/09  10:00:00,1299.9342819,103.00486665,405.949744295,0.0,243.2593065,302.612436532,601.740038327,523.771250881,42.4850247072,35.4837627381
 01/09  11:00:00,1311.21078539,103.108134867,406.428395585,0.0,243.2593065,310.10971186,600.145066511,484.706347619,70.808374512,44.6303443795
 01/09  12:00:00,1303.32885278,103.342259336,409.37295876,0.0,243.2593065,310.10971186,572.593679348,466.017639075,70.808374512,35.7676657607
 01/09  13:00:00,1264.39352922,103.895226776,413.044774104,0.0,243.2593065,310.10971186,568.197470549,452.919189476,70.808374512,44.4699065605
 01/09  14:00:00,1302.38182984,104.337485897,414.667344054,0.0,243.2593065,302.612436532,531.853392392,439.440663639,56.6466996096,35.7660291432
 01/09  15:00:00,1305.85660212,105.038586529,416.895327351,0.0,243.2593065,302.612436532,507.07233268,419.967301317,42.4850247072,44.6200066558
 01/09  16:00:00,1306.44556826,105.255844564,420.882532784,0.0,243.2593065,302.612436532,532.62470163,440.351350674,56.6466996096,35.6266513465
 01/09  17:00:00,1308.34516598,105.646585981,423.463622732,0.0,243.2593065,310.10971186,590.685257981,470.28384612,84.9700494144,35.4313624471
 01/09  18:00:00,1324.55209043,106.293436708,425.223769255,0.0,243.2593065,310.10971186,579.292219983,476.792380629,84.9700494144,17.5297899397
 01/09  19:00:00,1055.58116773,102.087533008,425.165330994,0.0,166.938926447,199.110933808,554.355739695,451.915929794,84.9700494144,17.469760486
 01/09  20:00:00,1058.59468743,102.087533008,420.84710501,0.0,166.938926447,191.61365848,535.757300181,459.873734038,56.6466996096,19.2368665333
 01/09  21:00:00,922.549448986,102.087533008,415.734331743,0.0,100.150657288,124.558693486,585.346017797,504.276088998,56.6466996096,24.4232291894
 01/09  22:00:00,883.136924621,102.087533008,412.771461295,0.0,100.150657288,124.558693486,563.153004664,511.945658578,42.4850247072,8.72232137882
 01/09  23:00:00,810.243670369,102.087533008,410.090058084,0.0,46.0930336215,124.558693486,580.243678626,534.50461453,28.3233498048,17.4157142906
 01/09  24:00:00,808.580549228,102.087533008,408.396157738,0.0,46.0930336215,124.558693486,574.360457906,542.781606816,14.1616749024,17.4171761881
 01/10  01:00:00,793.614982558,102.087533008,407.510250883,0.0,46.0930336215,113.312780494,560.860367298,546.475712559,5.66466996096,8.71998477753
 01/10  02:00:00,795.043540562,102.087533008,407.445053635,0.0,46.0930336215,113.312780494,573.04648946,549.965217632,5.66466996096,17.4166018673
 01/10  03:00:00,795.317491581,102.087533008,406.335424946,0.0,46.0930336215,113.312780494,579.16674941,556.083957921,5.66466996096,17.4181215274
 01/10  04:00:00,793.727611081,102.087533008,405.089675628,0.0,46.0930336215,113.312780494,574.740540071,560.358416424,5.66466996096,8.71745368596
 01/10  05:00:00,887.91245831,102.087533008,404.089478606,0.0,100.150657288,148.969399434,564.436759482,541.354669802,5.66466996096,17.417419719
 01/10  06:00:00,890.419134697,102.296665389,402.854089424,0.0,100.150657288,149.894399434,873.279419415,841.69875648,14.1616749024,17.4189880322
 01/10  07:00:00,1117.34686811,103.105511695,400.434151629,0.0,176.471037341,302.612436532,645.974251309,608.933050496,28.3233498048,8.7178510091
 01/10  08:00:00,1224.38591049,103.72290789,397.662236492,0.0,243.2593065,310.10971186,629.795484332,560.939297282,42.4850247072,26.3711623425
 01/10  09:00:00,1262.1518092,104.780466151,400.292541034,0.0,243.2593065,310.10971186,604.103670294,512.117933002,56.6466996096,35.3390376823
 01/10  10:00:00,1299.91592206,105.619860125,403.349116799,0.0,243.2593065,302.612436532,558.005765041,480.048900106,42.4850247072,35.4718402274
 01/10  11:00:00,1309.61987408,106.585637507,404.661929283,0.0,243.2593065,310.10971186,557.616173467,451.115749126,70.808374512,35.6920498292
 01/10  12:00:00,1307.16327867,107.421367849,406.748253062,0.0,243.2593065,310.10971186,552.677879607,437.157500504,70.808374512,44.7120045912
 01/10  13:00:00,1269.30800225,108.30551841,409.6473435,0.0,243.2593065,310.10971186,532.769455298,426.389437288,70.808374512,35.5716434976
 01/10  14:00:00,1308.28633318,109.118508167,411.11065777,0.0,243.2593065,302.612436532,509.96275653,408.603910187,56.6466996096,44.7121467339
 01/10  15:00:00,1310.38830361,110.018660161,412.647905805,0.0,243.2593065,302.612436532,462.086114798,383.898318867,42.4850247072,35.7027712239
 01/10  16:00:00,1305.11975489,110.370567298,416.97041992,0.0,243.2593065,302.612436532,484.923182439,383.749859712,56.6466996096,44.526623118
 01/10  17:00:00,1309.01668327,110.198804191,420.508302833,0.0,243.2593065,310.10971186,551.01253671,430.616155899,84.9700494144,35.4263313959
 01/10  18:00:00,1331.24276934,110.569835308,418.584106422,0.0,243.2593065,310.10971186,554.055506536,451.553568145,84.9700494144,17.5318889767
 01/10  19:00:00,1060.00786929,102.087533008,414.311587211,0.0,166.938926447,199.110933808,549.060344609,446.62240098,84.9700494144,17.467894214
 01/10  20:00:00,1054.02428969,102.087533008,410.875475632,0.0,166.938926447,191.61365848,529.402863606,455.291116178,56.6466996096,17.4650478182
 01/10  21:00:00,915.298550153,102.087533008,408.032201586,0.0,100.150657288,124.558693486,574.024243181,499.910085335,56.6466996096,17.4674582369
 01/10  22:00:00,869.833659355,102.087533008,407.324487781,0.0,100.150657288,124.558693486,568.498211639,508.59062922,42.4850247072,17.4225577121
 01/10  23:00:00,806.835607267,102.087533008,407.373044854,0.0,46.0930336215,124.558693486,566.20907283,528.297651462,28.3233498048,9.58807156285
 01/10  24:00:00,805.979345086,102.087533008,407.151854672,0.0,46.0930336215,124.558693486,563.727910005,533.017726661,14.1616749024,16.5485084423
 01/11  01:00:00,797.300796273,102.087533008,405.902620949,0.0,46.0930336215,113.312780494,563.662582023,540.578427207,5.66466996096,17.419484855
 01/11  02:00:00,794.781556438,102.087533008,403.330997562,0.0,46.0930336215,113.312780494,568.264367247,545.183253377,5.66466996096,17.4164439088
 01/11  03:00:00,796.160139437,102.087533008,402.908116198,0.0,46.0930336215,113.312780494,563.923457321,549.539250485,5.66466996096,8.71953687496
 01/11  04:00:00,796.670607888,102.087533008,398.394204352,0.0,46.0930336215,113.312780494,580.498409153,557.418171896,5.66466996096,17.4155672958
 01/11  05:00:00,883.621384291,102.087533008,395.630057241,0.0,100.150657288,148.969399434,561.092709877,538.010755263,5.66466996096,17.4172846527
 01/11  06:00:00,884.018607675,102.580966158,394.257023619,0.0,100.150657288,149.894399434,827.872770157,804.991087904,14.1616749024,8.72000735008
 01/11  07:00:00,1104.74056689,103.571316381,394.742645244,0.0,176.471037341,302.612436532,642.728896113,596.98772317,28.3233498048,17.4178231376
 01/11  08:00:00,1219.86676959,105.487727221,396.889384797,0.0,243.2593065,310.10971186,620.20768966,551.350697837,42.4850247072,26.371967116
 01/11  09:00:00,1263.33983856,106.660096264,397.341010312,0.0,243.2593065,310.10971186,594.045574138,510.890297375,56.6466996096,26.5085771536
 01/11  10:00:00,1295.63423248,107.520762395,400.251775566,0.0,243.2593065,302.612436532,568.088453695,490.115197383,42.4850247072,35.4882316047
 01/11  11:00:00,1301.82643619,108.707348246,402.790829654,0.0,243.2593065,310.10971186,561.158904325,445.723134706,70.808374512,44.6273951072
 01/11  12:00:00,1305.99048998,109.499254428,404.58227976,0.0,243.2593065,310.10971186,539.005105642,425.590183647,70.808374512,42.6065474827
 01/11  13:00:00,1267.42558835,109.901486578,407.611337896,0.0,243.2593065,310.10971186,532.804781476,424.340039882,70.808374512,37.6563670821
 01/11  14:00:00,1304.0482198,111.003254788,410.319589906,0.0,243.2593065,302.612436532,488.801941268,396.379480314,56.6466996096,35.7757613439
 01/11  15:00:00,1307.31449194,111.790677344,412.192803068,0.0,243.2593065,302.612436532,459.507508428,372.401569368,42.4850247072,44.6209143529
 01/11  16:00:00,1302.41263534,112.020486831,417.60621297,0.0,243.2593065,302.612436532,466.344547721,374.065172712,56.6466996096,35.6326753993
 01/11  17:00:00,1313.08484408,111.578308486,424.145236876,0.0,243.2593065,310.10971186,542.809302336,422.402834125,84.9700494144,35.4364187968
 01/11  18:00:00,1329.9282111,111.868094649,425.333071858,0.0,243.2593065,310.10971186,555.34403305,444.087752914,84.9700494144,26.2862307217
 01/11  19:00:00,1056.60949906,102.087533008,427.236301606,0.0,166.938926447,199.110933808,546.144300224,443.708063876,84.9700494144,17.4661869341
 01/11  20:00:00,1052.0831853,102.087533008,429.470890918,0.0,166.938926447,191.61365848,524.428475961,450.315167816,56.6466996096,17.4666085354
 01/11  21:00:00,918.966639505,102.087533008,430.243579047,0.0,100.150657288,124.558693486,567.417959495,493.304134168,56.6466996096,17.4671257174
 01/11  22:00:00,880.167181907,102.087533008,430.894260153,0.0,100.150657288,124.558693486,550.757662502,499.552103617,42.4850247072,8.7205341782
 01/11  23:00:00,813.521020105,102.087533008,431.7961205,0.0,46.0930336215,124.558693486,562.881578237,517.140200233,28.3233498048,17.4180281997
 01/11  24:00:00,814.331272105,102.087533008,431.690371389,0.0,46.0930336215,124.558693486,556.251800782,524.673491567,14.1616749024,17.4166343128
 01/12  01:00:00,801.118442683,102.087533008,430.948728576,0.0,46.0930336215,113.312780494,543.252137004,528.86929255,5.66466996096,8.71817449305
 01/12  02:00:00,800.816492089,102.087533008,430.678733513,0.0,46.0930336215,113.312780494,555.243784356,532.160096288,5.66466996096,17.4190181071
 01/12  03:00:00,798.657650443,102.087533008,428.863709279,0.0,46.0930336215,113.312780494,561.710505966,538.628220272,5.66466996096,17.4176157326
 01/12  04:00:00,794.136358902,102.087533008,424.505965164,0.0,46.0930336215,113.312780494,567.69527316,544.61440821,5.66466996096,17.4161949882
 01/12  05:00:00,880.404340281,102.087533008,420.577436229,0.0,100.150657288,148.969399434,542.405081826,528.021022436,5.66466996096,8.71938942838
 01/12  06:00:00,878.716907157,102.667142668,417.108168719,0.0,100.150657288,149.894399434,799.782335633,768.200165539,14.1616749024,17.4204951917
 01/12  07:00:00,1107.9588352,104.093121566,416.052834897,0.0,176.471037341,302.612436532,620.966849395,575.226452587,28.3233498048,17.4170470032
 01/12  08:00:00,1223.29414266,106.358312015,417.311436815,0.0,243.2593065,310.10971186,589.054511862,528.981533604,42.4850247072,17.5879535512
 01/12  09:00:00,1262.07383015,107.881165911,417.37393566,0.0,243.2593065,310.10971186,576.255212337,484.263383472,56.6466996096,35.3451292546
 01/12  10:00:00,1296.51014342,108.993274594,417.440501333,0.0,243.2593065,302.612436532,523.202714525,445.239993466,42.4850247072,35.4776963514
 01/12  11:00:00,1307.04789911,110.057144246,419.346100468,0.0,243.2593065,310.10971186,518.160944585,411.652792896,70.808374512,35.6997771772
 01/12  12:00:00,1312.81712549,111.068749867,422.73979169,0.0,243.2593065,310.10971186,513.545941628,398.026465147,70.808374512,44.711101969
 01/12  13:00:00,1278.1286976,112.074761181,428.291520884,0.0,243.2593065,310.10971186,496.94571743,390.558231253,70.808374512,35.5791116648
 01/12  14:00:00,1314.37706036,112.464232887,431.076885211,0.0,243.2593065,302.612436532,481.788521181,380.42901295,56.6466996096,44.7128086219
 01/12  15:00:00,1316.44955116,112.965683346,430.59510889,0.0,243.2593065,302.612436532,454.92736052,367.81595099,42.4850247072,44.6263848225
 01/12  16:00:00,1319.62012824,112.541135433,434.040453139,0.0,243.2593065,302.612436532,492.797301099,400.52632804,56.6466996096,35.6242734487
 01/12  17:00:00,1323.48109495,112.600137401,432.765483257,0.0,243.2593065,310.10971186,552.201382349,431.805341134,84.9700494144,35.4259918003
 01/12  18:00:00,1335.84155126,112.860832816,430.224246053,0.0,243.2593065,310.10971186,543.989563785,441.48834186,84.9700494144,17.5311725111
 01/12  19:00:00,1058.54270534,102.087533008,429.352393706,0.0,166.938926447,199.110933808,543.39441488,440.954193922,84.9700494144,17.4701715433
 01/12  20:00:00,1051.4024515,102.087533008,429.092477406,0.0,166.938926447,191.61365848,520.837542819,446.722563416,56.6466996096,17.4682797942
 01/12  21:00:00,917.446873094,102.087533008,429.017475451,0.0,100.150657288,124.558693486,562.630458847,488.514747029,56.6466996096,17.4690122077
 01/12  22:00:00,878.93614558,102.087533008,429.822301097,0.0,100.150657288,124.558693486,554.369660797,494.46183057,42.4850247072,17.4228055196
 01/12  23:00:00,812.720859447,102.087533008,431.020670666,0.0,46.0930336215,124.558693486,559.028378543,513.28624995,28.3233498048,17.4187787883
 01/12  24:00:00,813.378374346,102.087533008,430.757586018,0.0,46.0930336215,124.558693486,542.40986609,519.530423421,14.1616749024,8.71776776656
 01/13  01:00:00,800.187431699,102.087533008,430.237988121,0.0,46.0930336215,113.312780494,549.035351297,525.95239696,5.66466996096,17.4182843765
 01/13  02:00:00,799.271385419,102.087533008,429.411664479,0.0,46.0930336215,113.312780494,554.419812536,531.338316673,5.66466996096,17.416825902
 01/13  03:00:00,799.379423471,102.087533008,429.527121513,0.0,46.0930336215,113.312780494,548.742890797,534.359976589,5.66466996096,8.71824424735
 01/13  04:00:00,799.693782642,102.087533008,429.840551169,0.0,46.0930336215,113.312780494,559.98282649,536.899002278,5.66466996096,17.4191542506
 01/13  05:00:00,892.708679734,102.087533008,429.835369371,0.0,100.150657288,148.969399434,541.188162527,518.10573375,5.66466996096,17.4177588161
 01/13  06:00:00,893.631015804,102.694754122,429.462609843,0.0,100.150657288,149.894399434,773.68608513,742.108043379,14.1616749024,17.4163668488
 01/13  07:00:00,1122.13814797,104.391491136,428.445916575,0.0,176.471037341,302.612436532,596.689579091,559.64674532,28.3233498048,8.71948396621
 01/13  08:00:00,1234.82324544,106.702178034,428.066362255,0.0,243.2593065,310.10971186,590.224706522,521.36713171,42.4850247072,26.3725501047
 01/13  09:00:00,1269.9856987,107.710591235,424.891884633,0.0,243.2593065,310.10971186,587.86598021,501.812858257,56.6466996096,29.406422343
 01/13  10:00:00,1303.06507559,108.43060223,424.066869009,0.0,243.2593065,302.612436532,566.595511059,491.527333171,42.4850247072,32.5831531802
 01/13  11:00:00,1315.84628424,109.108983359,427.93678425,0.0,243.2593065,310.10971186,586.256453414,470.829216543,70.808374512,44.6188623588
 01/13  12:00:00,1324.60253682,109.961866898,433.485647779,0.0,243.2593065,310.10971186,555.787641585,440.262638938,70.808374512,44.716628135
 01/13  13:00:00,1286.26663859,110.970892596,435.619308362,0.0,243.2593065,310.10971186,513.697555952,407.313840846,70.808374512,35.5753405938
 01/13  14:00:00,1320.52466357,111.632869995,436.349446351,0.0,243.2593065,302.612436532,491.003301189,389.640677306,56.6466996096,44.7159242737
 01/13  15:00:00,1317.69835994,112.197430885,433.331167943,0.0,243.2593065,302.612436532,459.25665273,381.073131854,42.4850247072,35.698496169
 01/13  16:00:00,1316.42949378,112.672506059,432.392064885,0.0,243.2593065,302.612436532,481.839954694,380.653169668,56.6466996096,44.5400854162
 01/13  17:00:00,1320.12279828,112.421694034,430.084085306,0.0,243.2593065,310.10971186,534.497262104,422.948640122,84.9700494144,26.5785725677
 01/13  18:00:00,1335.41215121,112.670924325,429.674118303,0.0,243.2593065,310.10971186,553.128317703,441.871093736,84.9700494144,26.2871745527
